text,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,is_retweet,is_quote_status
Retinal Toxicity Associated With Excessive Sildenafil ( Viagra )Ingestion.Paracentral outer retinal disruptions  https://t.co/U6edbKqzEp,en,"Saint-Jérôme, Québec",,,,garand_f,Fri Apr 12 09:18:05 +0000 2019,0,0,0,1,FALSE
Retinal Toxicity Associated With Excessive Sildenafil ( Viagra )Ingestion.Paracentral outer retinal disruptions  https://t.co/U6edbKqzEp,en,"Saint-Jérôme, Québec",,,,garand_f,Thu Apr 11 12:24:30 +0000 2019,0,0,1,0,FALSE
Brian Richardson DBA “In Tha Pink” Issues Voluntary Nationwide Recall of Kopi Jantan Tradisional Natural Herbs Coffee Due to Presence of Undeclared Sildenafil and Tadalafil https://t.co/gTp82mJtH3,en,"Toronto, Ontario, CANADA",,,,GFSRCentre,Tue Apr 09 16:47:45 +0000 2019,0,0,0,1,FALSE
Aceptance for oral presentation #ISTH2019 #Melbourne our Canada-Brazil research on promising maternal &amp; fetal outcomes of #Sildenafil in murine pregnancy loss model @queensuResearch. Once again proving #TEG can detect hypercoagulability and can monitor haemostasis in pregnancy.,en,Canada,Canada,CA,"[[[-76.712759, 44.16054], [-76.712759, 44.481126], [-76.233463, 44.481126], [-76.233463, 44.16054]]]",MahaOthman8,Thu Apr 04 14:35:40 +0000 2019,2,1,1,0,FALSE
"What does viagra do without ed -   
What does viagra do without ed
 See risks &amp; benefits of VIAGRA® (sildenafil citrate).  How much does VIAGRA cost through Pfizer Direct? . Do not take VIAGRA (sildenafil citrate) if you:.
Viagra can help men who cannot achieve or sustain an e... https://t.co/xBV6LTh0VF",en,"Bruce Peninsula, Ontario",,,,BruceAmWx,Wed Apr 03 08:45:07 +0000 2019,0,0,0,0,FALSE
"@mirvatalasnag @AdedotunOgunsua @agtruesdell @Babar_Basir @SarojNeupaneMD @BillONeillMD @DrAmirKaki @AntoniousAttall @TanveerRab @ajaykirtane @IAmDrIbrahim @hvanspall @cardiojaydoc02 Optimize filling pressures, crrt if u need, whiff of sildenafil, slow wean attempt. Patience. We've used Impellas for a week+.  Sometimes u can get bad RV's thru a DT vad but imp to have goals of care conversation with this awake pt and family.   Things can chg fast. Never easy.",en,"Winnipeg, Manitoba",,,,ShelleyZieroth,Wed Apr 03 02:22:35 +0000 2019,0,0,0,0,FALSE
"@DShadowgazer Sildenafil: Your hypertension isn't gone, it just went to a better place!",en,"Alberta, Canada",,,,Charlesamobi,Mon Apr 01 00:21:05 +0000 2019,0,0,0,1,FALSE
"@BCDreyer @Nicole_Cliffe Betty decided to roll on the lawn and couldn’t get up. I laughed, but it wasn’t funny because she is 14 and has arthritis, and, pulmonary hypertension, for which she was prescribed Sildenafil, commonly known as Viagra. Funny Eh! #HRHBetty https://t.co/nLcYRFHpIH",en,Canada,,,,BasuAshis,Sun Mar 31 14:16:33 +0000 2019,0,0,0,0,FALSE
"Ndola City Council has ordered Revin Zambia, makers of the Power SX energy drink, to recall the product from the market, after finding it contained Sildenafil Citrate",en,"Calgary, Alberta",,,,eliasmunshya,Thu Mar 21 17:19:46 +0000 2019,0,0,0,1,FALSE
Sildenafil/Viagra in the treatment of premature ejaculation https://t.co/l7c5la7cQs,en,"Montréal, Québec",,,,DrGonzaloQZ,Mon Mar 18 23:39:00 +0000 2019,0,0,0,0,FALSE
"Yes, it's a sensitive subject, but a lot of men face the problem of erectile dysfunction. There is treatment. Learn more about the difference between two popular medications: https://t.co/G5LIWXFNm8 https://t.co/apLKXZRLlR",en,"Winnipeg, Manitoba",,,,jasoncanadadrug,Sun Mar 17 18:10:05 +0000 2019,0,0,0,0,FALSE
Many men face the problem of erectile dysfunction. Learn more about the difference between two popular medications for ED: https://t.co/G5LIWXFNm8  #menshealth  #health https://t.co/gZmx7KRhyW,en,"Winnipeg, Manitoba",,,,jasoncanadadrug,Sat Mar 16 18:08:26 +0000 2019,0,0,0,0,FALSE
"It's a sensitive subject, but many man face the problem of erectile dysfunction. Learn more about the difference between two popular medications: https://t.co/G5LIWXFNm8 https://t.co/apLKXZRLlR",en,"Winnipeg, Manitoba",,,,jasoncanadadrug,Wed Mar 13 14:30:11 +0000 2019,0,0,0,0,FALSE
"Wait, I'm not on sildenafil, why am I going soo hard on this Arsenal line up🤩😍🤩 https://t.co/ycsj0lAktc",en,Nigeria,,,,okeyung_cash,Sun Mar 10 15:38:37 +0000 2019,0,1,0,0,TRUE
N of 1 randomized trials can establish – or in this case refute – the benefits of drug therapies https://t.co/5ynNzCntTb #EBHC @AnnalsofIM @rdmirza https://t.co/BffRxnd8aP,en,"Hamilton, On. Canada",,,,EBCPMcMaster,Thu Mar 07 16:00:00 +0000 2019,0,0,0,0,FALSE
@dadaisis ¿Para qué sirve el Sildenafil?,es,"London, Ontario",,,,luaramai,Sun Mar 03 14:49:24 +0000 2019,0,0,0,0,FALSE
"This is going viral and I'm super confused. The only published study I can find on sildenafil citrate on dysmenorrhea had a 50% dropout rate, didn't offer ""total relief"", and was far too small (n=25) to make any conclusions about it

Also, it was published in 2013 https://t.co/H5OA1RBDmK",en,"Vancouver, Canada",,,,BernieGarrett,Sun Feb 24 20:49:18 +0000 2019,0,0,0,1,TRUE
"#Infinitescream !!! ""the sildenafil citrate group had significantly better pain relief ...Since we did not meet our sample size due to the loss of funding and could not confirm our primary hypothesis..."" #sexbiasinresearch https://t.co/YH4ObncTmg https://t.co/9a8VWlEVCo",en,"Ottawa, Ontario",,,,ArchitectsDCA,Sun Feb 24 18:21:47 +0000 2019,0,0,0,1,TRUE
"Learning that sildenafil might have helped a lot of other people if a panel of dudes hadn't decided that occasional boners were more of a priority than an enormous number of people suffering days of debilitating pain, recurring monthly, for actual decades of their lives: 🌋 https://t.co/o77hiiX3LU",en,"Kjipuktuk (Halifax, NS)",,,,RebelBeckerton,Sun Feb 24 16:00:50 +0000 2019,0,0,0,0,FALSE
"""...the male review panel..."" for sildenafil (Viagra) https://t.co/sfhdtx1dZz",en,"Victoria, British Columbia",,,,Dave_Ferguson,Sat Feb 23 23:42:06 +0000 2019,0,0,0,0,TRUE
@medicalaxioms sildenafil 👀,lv,"Vancouver Island, BC",,,,mbenusic,Wed Feb 20 17:18:09 +0000 2019,0,1,0,0,FALSE
"Must Know Drug Interactions!!!

1. Fluoroquinolones / Tetracyclines + Divalent Ions

Chelation / reduced efficacy!

2. Statins + Clarithromycin

Increased risk of myopathies!

3. Sildenafil + Nitrates

Severe hypotension!

4. Clopidogrel + PPIs

Decreased efficacy of clopidogrel!",en,"London, Ontario",,,,canadianlaurie,Wed Feb 13 11:22:01 +0000 2019,0,0,0,1,FALSE
"Viagra (Sildenafil) slows down master growth regulator of cells (mTOR), which has implications on heart disease (ex. enlargement of heart) and immune system (ex. tumor growth). 
#Viagra #CancerResearch #HeartNews #CardioTwitter #HeartHealth #NorthVan 
https://t.co/sAEPAIdw3Q",en,North Vancouver,,,,AbsorbScience,Tue Feb 12 19:16:40 +0000 2019,0,0,0,0,FALSE
"Researchers at Johns Hopkins Medicine say they have uncovered a long-sought built-in molecular switch that slows down master #GrowthRegulator #mTOR, preventing overworked #hearts from enlarging.
#HeartDisease #CardiacStress #Viagra #Sildenafil  https://t.co/R8YtlUCgyA",en,"Toronto, Ontario",,,,bionewscentral,Tue Feb 12 16:29:09 +0000 2019,0,0,0,0,FALSE
@jade_marrow96 Really interesting study! Just going over the notes on titin and can see why Sildenafil is helpful because it improves our ventricle filling and can decrease ventricular stiffness. However this article provides another way on how we can protect our heart cells! Really cool!,en,"Oakville, Ontario",,,,aariez_k,Thu Jan 31 03:46:10 +0000 2019,0,0,0,0,FALSE
Check this out - Sildenafil protects mitochondrial function and limits apoptosis in hypoxic myocardial cells by inhibiting PGC-1α acetylation and increasing the expression of Sirt3. #PDE5inhibitors #biom4180 https://t.co/7w8GD61AOA,en,University of Guelph,,,,jade_marrow96,Wed Jan 30 15:58:47 +0000 2019,0,1,0,0,FALSE
"New in @PLOSONE by @mskoehle et al.
Sildenafil does not improve performance in 16.1 km cycle exercise time-trial in acute hypoxia
https://t.co/FoaavdZSwO",en,Canada,,,,Dr_Burr,Mon Jan 28 15:59:59 +0000 2019,0,0,0,1,FALSE
"New in @PLOSONE by @mskoehle et al.
Sildenafil does not improve performance in 16.1 km cycle exercise time-trial in acute hypoxia
https://t.co/FoaavdZSwO",en,"Vancouver, British Columbia",,,,mskoehle,Mon Jan 28 14:44:29 +0000 2019,0,0,0,1,FALSE
"Normal serum #carnitine and #vitaminD levels play role in male sexual health. Their levels may be decreased among #ErectileDysfunction patients who are not responding to oral #sildenafil. 
Check out the link: https://t.co/NaZkz0b1so 
@essm_tweets @CairoUniv @BeniSuefUniv https://t.co/PexkNyRrzd",en,"London, Ontario",,,,berthagarcia5,Sun Jan 27 00:29:47 +0000 2019,0,0,0,1,FALSE
@AndreasLaupacis @FionaHTA @StirlingBryan @IrfanDhalla @AMBayoumi Sildenafil for erectile dysfunction (Viagra 25/50/100mg) and pulmonary hypertension (Revatio under the guise of a different dose - 20mg),en,"Calgary, Alberta",,,,BBhindi,Thu Jan 17 16:18:40 +0000 2019,0,0,0,0,FALSE
"Man goes blind after taking erectile dysfunction drug overdose 

A man in his 50s who reportedly drank an entire 30-milliliter bottle liquid sildenafil used to treat erectile... https://t.co/KzRpnnbbLV",en,"Edmonton, Alberta",,,,mmadeleye1,Wed Jan 16 14:05:55 +0000 2019,0,0,0,0,FALSE
A Man Overdosed on an Erectile Dysfunction Drug. Then He Saw 'Doughnut-Shaped' Spots in his Vision https://t.co/GBBYUTrhDz https://t.co/GA5oXyiqcm https://t.co/Dccb2E6EeL,en,Canada,,,,4PawShop,Fri Jan 11 22:44:39 +0000 2019,0,0,0,0,FALSE
"Sildenafil rapid dissolve tablets. The main advantage of sublingual tablets is that they work faster. Also, they usually have better bioavailability. Talk to our compounding pharmacist about your compounding needs.
#compoundingpharmacy #kelowna #bioident… https://t.co/vV4kMZFRfO https://t.co/dWQl8w8N62",en,"3957 Lakeshore road, Kelowna",,,,pharmacykelowna,Fri Dec 28 20:16:13 +0000 2018,0,0,0,0,FALSE
"Sildenafil rapid dissolve tablets. The main advantage of sublingual tablets is that they work faster. Also, they usually have better bioavailability. Talk to our compounding pharmacist… https://t.co/npD4DrsFai",en,"3957 Lakeshore road, Kelowna",Canada,CA,"[[[-119.593758, 49.773384], [-119.593758, 50.024913], [-119.319893, 50.024913], [-119.319893, 49.773384]]]",pharmacykelowna,Fri Dec 28 19:49:09 +0000 2018,0,0,0,0,FALSE
"Viagra (Sildenafil) is the most well-known medication prescribed for ED. It's been around for more than 15 years, meaning there's a lot known about its effects and side effects. Viagra vs Cialis: Which is Better? Read
https://t.co/MNgyJjgIzY
#erectiledysfunction #ED #FridayRead https://t.co/3D9o2reKh2",en,"Vancouver, British Columbia",,,,CANWidePharmacy,Fri Dec 14 17:21:25 +0000 2018,0,0,0,0,FALSE
"Viagra (Sildenafil)  is used in the treatment of problems with getting &amp; maintaining an #erection. #CPOHealth offers the best prices for the brand and generic prescription #Viagra.
#ErectileDysfuncton #ED #Impotence #SexualHealth #OrderNow #Sildenafil #CanadianPharmacy #BuyViagra https://t.co/ZAlHuRIhed",en,"Surrey, British Columbia",,,,cpohealth,Fri Dec 14 16:17:54 +0000 2018,0,0,0,0,FALSE
And I thought adding flavours to e-cigarette liquid was inappropriate... @US_FDA warns about e-liquid containing sildenafil and tadalafil: https://t.co/hIn95enmQz,en,"Vancouver, British Columbia",,,,Ricky_Turgeon,Thu Dec 13 17:08:00 +0000 2018,0,0,0,1,FALSE
And I thought adding flavours to e-cigarette liquid was inappropriate... @US_FDA warns about e-liquid containing sildenafil and tadalafil: https://t.co/hIn95enmQz,en,"Chilliwack, British Columbia",,,,ArdenBarry,Thu Dec 13 15:43:50 +0000 2018,0,0,1,0,FALSE
@JohnZupancic Maybe one day same with my sildenafil study,en,"Montréal, Québec",,,,PiaWintermark,Wed Dec 12 15:05:00 +0000 2018,0,1,0,0,FALSE
"@DavidJuurlink @kidney_boy We compound sublingual sildenafil. Baking is a requirement. Haven’t been able to sell my boss on viagra pie as a marketing ploy, though",en,"Peterborough, Ontario",,,,mcisaacjimmy,Wed Nov 28 23:10:57 +0000 2018,0,0,0,0,FALSE
"$DARE Announces Enrollment in Thermography Feasibility Study with Sildenafil Cream a Potential Therapy for Female Sexual Arousal Disorder (FSAD). 
https://t.co/GBVzXN4Asf",en,Toronto,,,,BioStocks,Tue Nov 27 13:59:23 +0000 2018,2,0,0,0,FALSE
"@Grube4982 @emrazz @charliekirk11 Ok. Then turnaround is fair play. Women shouldn't have to pay for testosterone, Alfuzosin (Uroxatral), Doxazosin(Cardura)
Prazosin (Minipress)
Silodosin (Rapaflo)
Tamsulosin (Flomax)
Terazosin (Hytrin)
Alprostadil (Caverject, Edex, Muse)
Avanafil (Stendra) 
Sildenafil (Viagra)",en,Redacted For Privacy & Safety ,,,,RealFactsVsFake,Wed Nov 14 22:31:03 +0000 2018,0,1,0,0,FALSE
"and the award for my favorite ever conclusion goes to ""n-of-1 trials may be an original and relevant approach"" -- 'our drug likely doesn't work like we had hoped but we encourage you to try it on individual pts'

https://t.co/G9Ld8gzfTy
 
says #pfizer",en,"Toronto, Canada",,,,First10EM,Wed Nov 07 19:50:50 +0000 2018,0,0,0,1,FALSE
"A case report of persistent visual toxicity following a high dose of sildenafil citrate (Viagra) was recently discussed. 
#Viagra #sildenafilcitrate #menshealth #ophthalmology #drugs #medicalresearch 
https://t.co/RXdRMTkytW https://t.co/UhAITcQeEA",en,"Toronto, Ontario",,,,MedNewsBulletin,Tue Oct 30 18:10:01 +0000 2018,0,0,0,0,FALSE
"@respandsleepjc Slightly bigger effects seen at 24 weeks - maybe longer follow up was needed? Results of ongoing pirfenidone+ sildenafil trial over 52 weeks may be interesting. Predictions, @shapps999 @twhcmr ? #rsjc",en,"Toronto, Canada",,,,drstanbrook,Fri Oct 26 02:39:40 +0000 2018,0,2,0,0,FALSE
"@respandsleepjc My take on INSTAGE: interesting hypothesis tested with a good clinical trial design, but didn’t show benefit. Effect sizes clinically trivial regardless of statistics. Adverse effects higher with sildenafil. #rsjc",en,"Toronto, Canada",,,,drstanbrook,Fri Oct 26 02:39:39 +0000 2018,0,1,0,0,FALSE
Nifedipine alone or combined with sildenafil citrate for management of threatened preterm labour: A randomised trial @MDLinx  https://t.co/8yraJNndwe,en,Montreal,,,,EmaFer28,Sat Oct 20 11:13:27 +0000 2018,0,0,2,0,FALSE
"An analysis of 9 yrs of FDA warnings identified 776 #supplements w/ unapproved pharmaceutical ingredients (steroids, sildenafil, etc). https://t.co/cUUE1uYTjQ #MedEd",en,Toronto,,,,ncdhani,Sun Oct 14 11:54:05 +0000 2018,0,0,0,1,FALSE
A 57-year-old man with transient colorblindness that was associated with taking #sildenafil and #tadalafil. Learn more https://t.co/TpE0lGJSfk,en,"London, Ontario",,,,dpepe88,Wed Oct 10 12:43:09 +0000 2018,0,0,0,1,FALSE
"Guy Overdosed on Erectile Dysfunction Medication, and Now He Permanently Sees Red https://t.co/L0agXmLd1D",en,vancouver,,,,otimetot,Tue Oct 09 15:26:35 +0000 2018,0,0,0,1,FALSE
Efficacy of sildenafil citrate in men with erectile dysfunction following radical prostatectomy: a systematic review of clinical data. - PubMed - NCBI https://t.co/IsyknLJXGu,en,Canada,,,,latirina,Tue Oct 09 01:14:32 +0000 2018,0,0,1,0,FALSE
"#pharmacoQuiz Le sildenafil (VIAGRA) aujourd’hui indiqué dans les troubles de l’érection, avait, à l’origine, été développé pour traiter : [Difficulté ⭐️⭐️] #retweet #HistoireEtPharmacologie #pharmacovigilance #LeSaviezVous",fr,"Montréal, QC",,,,MartinWinckler,Sat Oct 06 12:59:43 +0000 2018,0,0,0,1,FALSE
If digoxin toxicity makes you see yellow (Xanthopsia) and Viagra (sildenafil) makes you see blue…if you take both do you see green? #USMLE,en,"Ontario, Canada",,,,MattHickey1987,Fri Oct 05 03:00:13 +0000 2018,0,0,0,1,FALSE
"Ron Livinston experiences retina damage from a Viagra overdose. That's a hard diagnosis to swallow.
https://t.co/v5gRtETXCC https://t.co/gxVa0DqJyZ",en,"Vancouver, British Columbia",,,,CanadianRy,Wed Oct 03 18:52:39 +0000 2018,0,0,0,0,FALSE
Medscape: High Dose of Sildenafil Tied to Long-term Retinal Damage in Case Report https://t.co/wi5PuD9i2v,en,Toronto,,,,MedicalPost,Wed Oct 03 17:03:51 +0000 2018,0,0,1,0,FALSE
A Man Overdosed on an Erectile Dysfunction Drug &amp; Now He Permanently Sees Red - The strange case is the subject of research claiming to link an erectile dysfunction drug to vision damage. https://t.co/FavSs4Qp7C https://t.co/YDcTbtEK9A,en,"Toronto, Ontario",,,,rogerpharmd,Wed Oct 03 15:30:07 +0000 2018,0,0,0,0,FALSE
A Man Overdosed on an Erectile Dysfunction Drug and Now He Permanently Sees Red https://t.co/aHVeVuNlhV via @motherboard,en,Montreal,,,,al4nsmithee,Wed Oct 03 10:25:23 +0000 2018,0,0,0,0,FALSE
"i started today editing a story about journals publishing fake science, then felt smart for a moment looking at a quantized inertia feature, and just finished with this. all in a good day's work @motherboard https://t.co/czrnQRsIEs",en,Toronto,,,,dmrider,Tue Oct 02 23:52:26 +0000 2018,0,0,0,1,FALSE
"i started today editing a story about journals publishing fake science, then felt smart for a moment looking at a quantized inertia feature, and just finished with this. all in a good day's work @motherboard https://t.co/czrnQRsIEs",en,Toronto,,,,tashgrz,Tue Oct 02 20:51:13 +0000 2018,0,2,3,0,FALSE
"New report describes a case of retinal damage caused by a high dose of the popular erectile dysfunction medication, sildenafil citrate (#Viagra).
#SildenafilCitrate #AdverseEffects #RetinalDamage #VisionProblems https://t.co/IsayBbc1Ng",en,"Toronto, Ontario",,,,bionewscentral,Mon Oct 01 22:00:05 +0000 2018,0,0,0,0,FALSE
https://t.co/Vnw6CJXWdy – Chewable Tablets Containing Sildenafil and Tadalafil  https://t.co/8pxoxpR19A https://t.co/hDd9tArZjz,in,Canada,,,,ParadiseSelfies,Thu Sep 27 03:55:44 +0000 2018,0,0,0,0,FALSE
"PADN-5 trial: Pulmonary Artery Denervation Increased 6 min. walk distance vs. Sildenafil in patients with combined pre- and post- capillary pulmonary hypertension. 

Download the full slideset here:
https://t.co/OZiUhQEz4k

#TCT2018 https://t.co/B1oBhcFabW",en,"Ottawa, Ontario",,,,CanHFSociety,Sun Sep 23 23:53:56 +0000 2018,0,0,0,1,FALSE
"PADN-5 trial: Pulmonary Artery Denervation Increased 6 min. walk distance vs. Sildenafil in patients with combined pre- and post- capillary pulmonary hypertension. 

Download the full slideset here:
https://t.co/OZiUhQEz4k

#TCT2018 https://t.co/B1oBhcFabW",en,Canada,,,,CAS_CVT,Sun Sep 23 22:57:39 +0000 2018,0,0,0,1,FALSE
"A clinical trial that used sildenafil (Viagra) to treat pregnant women with fetal growth restriction was stopped early due to deaths. #sildenafil #viagra #fetalgrowthrestriction #pregnancy #clinicaltrials #medicalresearch #medicine #childdevelopment
https://t.co/D2gzuVzul1 https://t.co/rQq2jXXUvk",en,"Toronto, Ontario",,,,MedNewsBulletin,Thu Sep 20 18:10:02 +0000 2018,0,0,0,0,FALSE
TIME Grad program course in Translational Medicine chaired by Dr. Mark Ormiston-Pulmonary Hypertension translational researc: sildenafil to DCA by @DrStephenArcher.  Exciting for the students to meet patient &amp; get a first person account of disease impact @QueensuCPU @QueensuDOM https://t.co/54fTqNzFkH,en,"Kingston, Ontario",,,,QueensuCPU,Thu Sep 20 13:21:44 +0000 2018,0,0,0,1,FALSE
"New Generic Sildenafil: What Does It Mean for You?  Things are changing in the ED front—with new generic versions of Viagra being launched, as well as over the counter (OTC) versions being made available in the UK.  https://t.co/ZT0rauRTJ5  #erectiledysfunction #WednesdayWisdom https://t.co/mURtiSE8lj",en,"Surrey, BC, Canada",,,,CANPharmaWorld,Wed Sep 19 20:36:56 +0000 2018,0,0,0,0,FALSE
TIME Grad program course in Translational Medicine chaired by Dr. Mark Ormiston-Pulmonary Hypertension translational researc: sildenafil to DCA by @DrStephenArcher.  Exciting for the students to meet patient &amp; get a first person account of disease impact @QueensuCPU @QueensuDOM https://t.co/54fTqNzFkH,en,"Kingston, Ontario",,,,DrMarkOrmiston,Tue Sep 18 21:34:23 +0000 2018,0,0,0,1,FALSE
TIME Grad program course in Translational Medicine chaired by Dr. Mark Ormiston-Pulmonary Hypertension translational researc: sildenafil to DCA by @DrStephenArcher.  Exciting for the students to meet patient &amp; get a first person account of disease impact @QueensuCPU @QueensuDOM https://t.co/54fTqNzFkH,en,"Kingston, Ontario",,,,QueensuDOM,Tue Sep 18 19:28:27 +0000 2018,0,0,0,1,FALSE
TIME Grad program course in Translational Medicine chaired by Dr. Mark Ormiston-Pulmonary Hypertension translational researc: sildenafil to DCA by @DrStephenArcher.  Exciting for the students to meet patient &amp; get a first person account of disease impact @QueensuCPU @QueensuDOM https://t.co/54fTqNzFkH,en,"Kingston, Ontario",,,,DrStephenArcher,Tue Sep 18 19:27:21 +0000 2018,0,0,4,0,FALSE
"@DCyberMonkey “Rarely, certain side effects like abnormal heartbeat, heart attack, stroke, bleeding in the lungs, and very bad high blood pressure have happened with Viagra (sildenafil tablets (erectile dysfunction)). Sometimes, this has been deadly.” Go right ahead. Sorry you can’t get it up.",en,Toronto,,,,TalktherapyTO,Sat Sep 15 04:55:19 +0000 2018,0,0,0,1,FALSE
"Rapid Dissolve Tablets from a #compounding #Pharmacy allow for lower dose, avoid first pass metabolism and when used via sublingual route, avoid food interactions or delayed effect after meal:like on a date-like when sildenafil is used. #CompoundingPharmaciesImproveQualityOfLife https://t.co/jDWApfYfHC",en,"Halifax, Nova Scotia",,,,gail_sloane,Tue Sep 11 13:32:48 +0000 2018,0,0,0,1,FALSE
"#ScienceSunday #MigraineMatters #CMAware #NotAlone

Pharmacologically Induced Headache Accompanied by Dilated Cephalic Vessels

https://t.co/GXCuFmowTi",en,Global,,,,InfoHmc55,Sun Sep 09 14:51:18 +0000 2018,0,0,0,1,FALSE
"Exactly. I mean, if it's God's will they can't get it up, they shouldn't interfere with that either. Outlaw Sildenafil's use as an Erectile Dysfunction treatment! But oh, men are still different. https://t.co/dfVABx6FtM",en,"Alberta, Canada",,,,MacWhirterJ,Sat Sep 08 22:31:01 +0000 2018,0,0,0,0,TRUE
"@MikkelFode @essm_tweets @ISSM_INFO It’s sildenafil...50 mg lol 
#groundbreaking",tl,"Toronto, Ontario",,,,DrJohnAquino,Wed Sep 05 19:19:47 +0000 2018,0,0,0,0,FALSE
"'Protect pregnant women through inclusion in clinical research' - our letter in @BMJ about the #sildenafil (#Viagra) trial in the #Netherlands with pregnant women with #IUGR. 

With @riekevdgraaf, @MaartenvSmeden and Indira van der Zande.
#researchethics

https://t.co/Jr6lVrbri5",en,Toronto,,,,TrudoLemmens,Mon Aug 27 21:05:36 +0000 2018,0,0,0,1,FALSE
"We’ve been hearing from pharmacies over the last month about the precipitous drop in the price of generic Viagra (sildenafil), and yesterday that was reflected (and then some) in its NADAC, at least for the 25MG strength, which cratered from $27/tablet to just $0.58/tablet. https://t.co/X12FIexnFt",en,"Toronto, ON CANADA",,,,heatinformatics,Thu Aug 23 15:13:16 +0000 2018,0,0,0,1,FALSE
"Sildenafil sublingual tablets done and dusted. Compounding helps our patients and it's also so much fun. 
Sublingual tablets can provide a faster onset of action and better… https://t.co/PJhpwABqXE",en,"3957 Lakeshore road, Kelowna",Canada,CA,"[[[-119.593758, 49.773384], [-119.593758, 50.024913], [-119.319893, 50.024913], [-119.319893, 49.773384]]]",pharmacykelowna,Wed Aug 22 18:48:40 +0000 2018,0,0,1,0,FALSE
@jasonwedepohl @rationalhill Sildenafil (Viagra) for a child with pulmonary hypertension.,en,,,,,AlastairMcA30,Mon Aug 20 23:59:16 +0000 2018,0,1,0,0,FALSE
"When you hear ""Viagra,"" you think erectile dysfunction. But that wasn't the intended use when developed. So what are the other benefits of #Viagra for men? https://t.co/O7FpH3kTLp 
#menshealth #sildenafil #healthbenefits  #erectiledysfunction #CANWidePharm #MondayMotivation",en,"Vancouver, British Columbia",,,,CANWidePharmacy,Mon Aug 13 17:59:58 +0000 2018,0,0,0,0,FALSE
FSD partner issues: expanding sex therapy with sildenafil. - PubMed - NCBI https://t.co/QBpVexfuLi,en,Canada,,,,latirina,Sun Aug 12 22:21:29 +0000 2018,0,0,0,0,FALSE
Oral sildenafil in the treatment of erectile dysfunction. Sildenafil Study Group. - PubMed - NCBI https://t.co/51XKrwjFgQ,en,Canada,,,,latirina,Sun Aug 12 22:15:10 +0000 2018,0,0,0,0,FALSE
Tragic: Sildenafil for fetal growth restriction.  Trial Halted After 11 Infants Die in the Netherlands https://t.co/EbEzg5eLSD via @medscape,en,"Puerto Rico, USA",,,,KatieSmithND,Fri Aug 10 15:39:06 +0000 2018,1,0,0,0,FALSE
"#UnitedKIngdom trial of #Viagra for #IUGR found no effect @TheLancet 2017. Concludes: ""Sildenafil did not prolong pregnancy or improve pregnancy outcomes in severe early-onset fetal growth restriction."" Similar result in #Australia/#NZ known. https://t.co/2Q7sdoa47A",en,"Cadiz, Spain",,,,charlesweijer,Mon Jul 30 10:59:09 +0000 2018,0,0,0,0,FALSE
Canadian Viagra trial hits pause after 11 babies involved in similar Dutch trial die - #sildenafil  https://t.co/AJRy6TVoxF,en,A Mari Usque Ad Mare,,,,CanadaFirst,Thu Jul 26 23:49:04 +0000 2018,0,0,0,0,FALSE
"Tragic outcome of this #sildenafil trial shows why not just ""completed"" clinical trials must post their results (this one was ""prematurely ended"")

We need the results of #AllTrials

@CommonsSTC @sarahsteino @normanlamb @cpiller @PeterRolandG @uaem 
https://t.co/02j8UeIiA6",en,,,,,kfierlbeck,Thu Jul 26 12:21:06 +0000 2018,0,0,0,1,FALSE
11 babies die after pregnant mothers took impotence drug for a drug trial https://t.co/w5mlOOF82f,en,"Toronto, Ontario",,,,QuintinOnTheMic,Wed Jul 25 20:03:05 +0000 2018,0,0,0,1,FALSE
"A dutch study that looked at the use of sildenafil in pregnant mothers whose unborn babies were severely underdeveloped, to increase blood flow to the placenta, had to be stopped after multiple babies died. https://t.co/HaVSqN9I04",en,"Toronto, Ontario",,,,WholeHealthPP,Wed Jul 25 18:00:38 +0000 2018,0,0,0,0,FALSE
"prescribing sildenafil for this indication outside of research studies with explicit participants' consent.""""

https://t.co/vpQuSliye0",en,"South River, Ontario, Canada",,,,THCrinstam,Wed Jul 25 01:40:29 +0000 2018,0,0,1,0,FALSE
"""sildenafil is sometimes used to treat women whose babies seem to not be growing well and noted that the practice will probably be discontinued. This is in line with the conclusion by the authors of the UK study, which recommended that ""clinicians worldwide should stop",en,"South River, Ontario, Canada",,,,THCrinstam,Wed Jul 25 01:40:29 +0000 2018,0,1,0,0,FALSE
"""Dutch researchers stopped a clinical trial due to the deaths of 11 babies from a lung disease after their mothers were treated with the drug sildenafil, commonly known as Viagra, while pregnant.""",en,"South River, Ontario, Canada",,,,THCrinstam,Wed Jul 25 01:40:28 +0000 2018,0,1,0,0,FALSE
"Viagra Trial Baby Deaths: Dutch Research Project Called Off as 11 Infants Die

#pharmaceuticals #clinicaltrials #Viagra #babydeaths #PulmonaryHypertension #PH #research #Pfizer #Amsterdam #Canada #sildenafil #pregnantwomen #experiment https://t.co/okRisBzLFS https://t.co/KcXNbtmS4M",en,"Abbotsford, British Columbia",,,,GaryWmMyers,Tue Jul 24 18:41:03 +0000 2018,0,0,0,0,FALSE
"@rvaughnmd odd that they reference the drug causing ""high blood pressure in the lungs"" when sildenafil is approved to treat pulmonary hypertension.",en,"Toronto, Ontario",,,,DrJohnAquino,Tue Jul 24 12:15:13 +0000 2018,0,0,0,0,FALSE
